,영업상태코드,소재지면적,도로명주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y),lon,lat,도시
3030,1,79.59,서울특별시 강북구 도봉로24길 19 (미아동),황금모텔,여관업,202588.96276613,457485.5540225,127.02722247196472,37.61970828416814,서울특별시
3031,1,106.99,서울특별시 강북구 솔샘로67길 93 (미아동),영모텔,여관업,202314.096965489,457651.974789455,127.0241095855012,37.621208415507176,서울특별시
3032,1,191.13,서울특별시 강북구 삼양로173길 77 (우이동),산장,여관업,200675.822919613,462150.342223577,127.00555628265391,37.6617402188458,서울특별시
3033,1,235.45,서울특별시 강북구 월계로3길 3-5 (미아동),유모텔,여관업,202661.728117053,456384.970016625,127.02804277754745,37.60979202879867,서울특별시
3034,1,513.34,서울특별시 강북구 월계로3길 35 (미아동),케이(K),여관업,202667.437,456550.882187092,127.02810802329678,37.61128685087667,서울특별시
3035,1,225.15,서울특별시 강북구 도봉로85길 4 (수유동),베가,여관업,202118.76260749,459487.327017169,127.02190214873859,37.63774500656161,서울특별시
3036,1,1255.2,서울특별시 강북구 도봉로 32 (미아동),담스모텔,여관업,202647.392362253,456612.367866076,127.02788122074897,37.61184088194991,서울특별시
3061,1,84.59,서울특별시 강북구 한천로144길 5-4 (수유동),정은,여관업,202166.779964672,459914.55285881,127.02244740026985,37.641594105462616,서울특별시
3062,1,388.15,서울특별시 강북구 4.19로 28 (수유동),오투,여관업,200914.048096204,460581.804031265,127.00825435030826,37.647607893136296,서울특별시
3063,1,331.89,서울특별시 강북구 월계로3길 43 (미아동),제이(J),여관업,202668.097593864,456589.902039065,127.02811564377377,37.6116384106579,서울특별시
3064,1,84.86,서울특별시 강북구 도봉로95길 6 (수유동),라도여관,여관업,202429.288130931,459866.494894188,127.02542154034843,37.64116047642334,서울특별시
3065,1,630.21,서울특별시 강북구 오패산로79길 13 (번동),365호텔,여관업,202200.670940026,459416.830228928,127.02282994064633,37.637109659649525,서울특별시
3066,1,96.79,서울특별시 강북구 월계로5길 3 (미아동),삼호,여관업,202767.346357286,456446.725584634,127.02923918188544,37.61034813100401,서울특별시
3067,1,66.78,서울특별시 강북구 삼양로181길 141-5 (우이동),우이산장,여관업,200562.169049464,463023.960164721,127.00426879772039,37.66961135157701,서울특별시
3068,1,422.46,서울특별시 강북구 도봉로89길 5-15 (수유동),첫사랑,여관업,202179.399557091,459566.966869951,127.022589378366,37.63846240617731,서울특별시
3069,1,114.99,서울특별시 강북구 4.19로 26 (수유동),영호텔,여관업,200934.182307911,460594.794065117,127.00848251077997,37.64772491139895,서울특별시
3070,1,230.85,서울특별시 강북구 수유로 80 (수유동),퍼니(FUNNY),여관업,201912.965263714,459308.097592717,127.01957007072548,37.636130626342975,서울특별시
3071,1,91.28,서울특별시 강북구 도봉로65길 25 (미아동),수호장,여관업,201986.111939082,458572.590914444,127.02039685084145,37.629503720999196,서울특별시
3072,1,40.46,서울특별시 강북구 도봉로99길 3-3 (수유동),여로여관,여관업,202517.193690848,459981.900597224,127.02641791793283,37.64220002475812,서울특별시
3073,1,389.07,서울특별시 강북구 도봉로73길 25 (수유동),HOTEL 4월 2일,여관업,201952.460410144,458932.457332038,127.02001655981067,37.632746109882866,서울특별시
3074,1,96.5,서울특별시 강북구 도봉로6길 24 (미아동),잠 모텔,여관업,202694.964790613,456648.104579357,127.02842014411841,37.61216272832611,서울특별시
3075,1,77.01,서울특별시 강북구 솔샘로64길 45 (미아동),벌꿀모텔,여관업,202462.793464061,457025.035127306,127.02579184610153,37.615559435980344,서울특별시
3076,1,80.59,서울특별시 강북구 도봉로49길 7 (미아동),블루(Blue)모텔,여관업,202229.541977454,458080.289523194,127.02315308154243,37.62506764741157,서울특별시
3077,1,355.17,서울특별시 강북구 도봉로81길 24 (수유동),썬앤모텔,여관업,201844.603353248,459203.439831352,127.0187953118376,37.635187818003644,서울특별시
