,text
535,"




필자는 2010년 시카고에서 개최된 세계미래회의 미래 콘퍼런스에서 미래학자 레이 커즈와일과 만나 대화를 나눈 적이 있다. 이때 그는 이미 “30년 후엔 인간의 뇌를 인공지능(AI)과 연결하는 인터페이스 기술이 나올 것이고 인간의 뇌를 다운로드해 인간이 영생할 수 있도록 AI 기술이 발전할 것”이라고 주장했다. 당시엔 다소 황당한 상상력이라고 여겨졌던 예측이 코로나19 팬데믹으로 예상보다 빠른 속도로 AI가 발전하면서 10년 내에 인간의 뇌와 AI를 연결하는 기술이 가능해질 것으로 전망되고 있다. 이제 AI는 모든 분야에 적용되면서 인류의 삶과 산업에 근본 변화를 일으키고 AI 기술과 활용 능력이 기업과 개인 나아가 국가의 경쟁력을 좌우하게 돼 디지털 패권전쟁의 핵심 쟁점이 되고 있다.AI 개념인공지능(Artificial Intelligence)은 단어 의미 그대로 '사람이 인위적으로 만든 지능'이다. 1940년대에 신경망 모델이 처음 논의되기 시작해 1956년에 존 매카시(John McCathy)가 주도해 열린 '디트머스 콘퍼런스'에서 처음 이 용어를 사용했다. 당시 그는 AI를 '인간과 같은 지능을 가진 기계를 만드는 공학과 과학'이라고 정의했다. AI는 인간처럼 사고하고 행동하는 시스템을 지향한다. 인간의 뇌를 스승으로 삼는다는 말이 있을 정도로 인간의 뇌에 의해 이뤄지는 학습, 인지와 인식, 이해, 소통, 문제 해결, 추론, 의사결정, 창의, 감정 프로세스를 모방해 알고리즘으로 소프트웨어화하고 이를 하드웨어에 장착해 시스템으로 만든다. 필자는 개인적으로 AI를 '인공적으로 만드는 인간을 닮은 두뇌 지능 시스템'이라고 정의한다.AI 역사AI는 1950년에 '컴퓨터과학의 아버지'라 불리는 앨런 튜링(Allan Turing)이 '컴퓨터 기계와 지능' 논문에서 인간처럼 생각하고 대화할 수 있는 기계와 시스템을 제안했다. 이를 기반으로 컴퓨터의 지능 보유 여부를 판정하는 '튜링 테스트'도 개발된다. 1958년 프랭크 로젠블랫(Frank Rosenblatt)이 간단한 의사결정 알고리즘인 '단층 퍼셉트론(Single Layer Perceptron)'을 개발했는데 이것이 '딥러닝'의 기초가 된다.이후 1960년대에는 컴퓨터의 논리적인 추론, 탐색을 통해 인간의 기본적인 추론 방식을 모방하려고 시도했다. 1970~1980년대에는 친기업적 신자유주의 사상이 확산되면서 특정 지식의 범위에 대해 문제를 해결해 주거나 질문에 답하는 알고리즘 프로그램인 '전문가 시스템(experts system)'을 중심으로 연구가 진행됐다. 1980년대부터 인공신경망(neural network) 연구가 다시 확산되고 사람의 생활에 도움이 되는 방향으로 연구가 진행되기 시작했다. 공장 자동화와 연계되는 로봇공학과 접목되기 시작했다. 1990년대 중반 이후 AI는 인터넷 덕분에 중흥기를 맞았다. 컴퓨터 성능이 좋아지고 방대한 빅데이터 축적이 가능해지면서 AI는 더욱 진화했다.1997년 AI 컴퓨터 '딥블루'가 세계 체스 챔피언을 꺾고 퀴즈 프로그램 '제퍼디'에서 연승을 기록했다. 2006년에는 제프리 힌튼 교수가 '심층 신뢰망(Deep Belief Network)' 논문을 통해 딥러닝 알고리즘을 다시 소개했다. 2016년 세기의 바둑대결에서 알파고가 이세돌을 4대 1로 제쳤고 2017년에는 AI 알파고제로가 알파고를 이겼다. 2018년에 알파폴드는 아미노산 염기서열로부터 3차원 단백질 구조를 예측하는 경연에서 압도적 우승을 차지했다. 2020년엔 스스로 게임을 익히는 범용 게임 'AI 뮤제로'가 출시됐다. 더구나 코로나19 팬데믹으로 2020년부터 AI는 초지능·초연결·초실감을 구현하면서 백신 개발과 스마트 의료, 스마트 공장, 스마트 워크, 초실감 메타버스, 스마트 교육, 스마트 금융, 스마트 패션, 스마트 미디어와 문화예술 등 우리의 생활과 산업 그리고 비즈니스의 모든 영역에 적용되어 빠른 속도로 발전하고 있다.AI 핵심 기술AI를 구현하려면 여러 가지 융합 기술이 필요하다. 인간의 언어를 알아듣고 소통할 수 있게 하는 기술, 이미지와 영상을 보고 무엇인지 인식하고 이해할 수 있는 기술, 상황을 이해하고 정서를 인식할 수 있게 하는 기술, 의사결정하고 이를 기반으로 작동할 수 있게 하는 기술, 스스로 학습하고 행동을 결정하는 기술 등 다양한 기술이 필요하다.이 가운데 핵심 기술이 AI 활용성을 높이는 것은 자연어 처리기술(Natural language processing)이다. 기계가 인간의 언어를 알아들을 수 있게 해 사람처럼 인식하고 말하고 소통할 수 있게 하는 기술이다. 자연어 소통은 사고 역량과 연결돼 있어 컴퓨터와 지능을 위한 중요한 기술이다. 음성인식 기술과 결합해 발전하면서 검색, 자동번역과 통역, 챗봇, AI 스피커, AI 비서, 대화형 지능형 로봇 등 다양한 영역에서 활용되고 있다.인공신경망(ANN:Arificial Neural Network) 기술이 지금의 AI 시대를 가져오게 한 핵심 기술이다. 인공신경망은 인간의 뇌를 모방한 컴퓨터 학습 알고리즘이다. 두뇌 신경세포인 뉴런(neuron)과 뉴런 간의 신호 연결 지점인 시냅스(synapse)를 알고리즘 프로그램으로 재현한 것이다. 인공신경망은 인간의 두뇌가 학습에 의해 크게 좌우된다는 점을 모방했다. 인공 시냅스의 결합으로 네트워크를 형성한 인공 뉴런이 학습을 통해 인공 시냅스의 결합 세기를 변화시켜 문제 해결 능력을 높여가는 알고리즘 구조다. 이는 딥러닝의 핵심 기술이며 AI가 새로운 지평을 열어 AI 시대를 열게 한 기술이다.AI 발전 단계이처럼 AI는 이미 인류의 삶 전체에 영향을 미치는 방향으로 변화하고 있다. 최근 흐름은 단순히 인지 능력에서 벗어나 인지한 환경 속에서 최적의 답을 찾아내고 여기에 스스로 수행한 학습을 더해 추론과 예측을 한다. 미래에는 문제를 스스로 발견하고 해결하는 등 행동 단계에 이르기까지 여러 분야 연구와 투자가 활발히 진행되고 있다. 매킨지는 2025년 AI 산업 시장 규모가 2000조원에 이르고 AI로 인해 7000조원에 이르는 파급 효과가 창출될 것이라고 전망했다.AI 미래는 3단계로 이뤄지고 있다. 흔히 '약 인공지능'이라고 말하는 '협의 인공지능'(ANI:Artificial Narrow Intelligence)이 첫 번째 단계다. 현재 대부분의 AI로, 특정한 부분에서는 인간을 뛰어넘는 지능을 가진다. 알파고의 바둑, 구글의 자동 번역기, IBM 닥터 왓슨이나 국내 닥터 엔서, 애플의 시리, 아마존 알렉사, 페이스북의 자동 얼굴인식, 소프트뱅크의 페퍼 로봇, 앤비디아의 무인 자율 주행자동차 등에 적용되고 있는 AI다.다음은 범용 인공지능(AGI:Artificial General Intelligence)으로 흔히 '강 인공지능'이라 불린다. 모든 영역에서 인간과 대등한 지능을 가진다. 알파고의 바둑이나 구글 번역기의 외국어 번역 같은 특정 분야뿐 아니라 모든 분야에서 인간보다 우월하다. 2020년 12월에 알파고 개발사인 딥마인드는 범용 AI의 초기 모델인 뮤제로(Muzero)를 발표했는데 일체의 규칙과 정보 제공 없이도 바둑이나 체스 등을 스스로 마스터하는 놀라운 능력을 보여 주었다. 세계 최초로 사우디아라비아에서 시민권을 획득한 AI 로봇 '소피아'도 범용 AI를 향해 더 빠르게 개발되고 있다.마지막은 슈퍼 인공지능(ASI:Artificial Super Intelligence)이다. 초AI로 모든 영역에서 인간을 뛰어넘는다. 스스로 판단하는 자유의지도 갖고 있다. 인간의 상상을 초월하는 범위로 능력의 한계 없이 발전한다. 결국 한 개의 슈퍼 AI가 전 인류 지능의 합을 넘어서는 특이점, 즉 싱글래러티(singularity)가 도래하게 된다. AI 과학자 겸 미래학자인 레이 커즈와일은 현재의 AI 발전 속도로 볼 때 2045년에 인류는 그 특이점에 도달할 것이라고 예측했다. 슈퍼 AI가 구현되면 인류가 그동안 풀지 못했던 기아, 기후변화, 우주개발 등 난제를 해결하는데 큰 도움이 된다. 인간 능력과 수명의 무한 확장에 기여할 것이란 시각도 있다. 반면에 이에 대한 사전 준비와 대응 조치가 없을 경우 디스토피아 영화처럼 인류가 AI 기계를 제어하지 못하고 오히려 정복당해 노예가 되는 미래가 점쳐지기도 한다.정보통신기획평가원은 AI 미래 발전 방향을 8가지로 제시했다. 업무 처리 숙련도가 성장하는 AI, 일상 속 활용이 쉬운 AI, 인간과 협의해 문제를 해결해 나가는 AI, 소통과 설명이 가능한 AI, 다양한 대상과 상호작용하면서 문제를 해결하는 AI, 문제 인식과 자가 통제하는 AI, 헌신적 이타적 윤리지능과 법적 규제를 준수하는 AI 등이다.미래, AI에 달려 있다AI는 빠른 속도로 인류의 삶에 영향을 주며 진화해 새로운 세상을 만들어 가고 있다. 스마트폰과 가전, 기계. 자동차는 물론 기업 경영과 보건 의료, 국방, 금융, 복지, 보안 등 다양한 응용 서비스 분야에서 필수로 자리 잡았다. 언론, 문학, 영화, 광고, 음악, 그림 등 인류의 고유 영역으로 여겼던 문화예술 분야에서도 창작물로 인간과 겨루고 있다. 미래에는 AI와 인간이 대화하고 교류 협력하는 차원을 넘어 AI가 인간을 지도하고 멘토링하는 수준까지 발전될 것이라고 예측된다. 그래서 인간과 AI 간 협업이 중요해질 것이라고 조언한다. 조만간 우리는 AI를 활용할 수 있는 역량인 AQ(AI Quotient), 즉 인공지능 지수를 개발해 이를 개인과 조직 그리고 사화와 국가의 역량으로 평가받게 될 수도 있다. 곧 특정 영역에서 AI가 인간의 능력을 넘어서는 분야가 많아질 것이다. 따라서 이제는 AI를 내 경쟁자로 볼 것이 아니라 내 부족한 부분을 도와주는 조력자로 활용할 수 있는 역량을 갖출 때가 됐다.AI는 동전의 양면이다. 어떻게 활용하느냐에 따라 인류에 도움이 될 수도 있고, 해를 끼칠 수도 있다. 때문에 AI가 인간의 행복을 위해 존재하고 인간의 제어권 내에 있을 수 있도록 AI 윤리를 법제화하고 이를 준수토록 하는 국제적 공동노력이 필요한 상황이다. 작고하신 이어령 전 문화부 장관의 말씀처럼 AI가 발전해 우리 인간보다 똑똑해지면 어쩌나 하고 불안해 할 것이 아니라 AI에 올라타서 AI를 유용하게 활용하고 인류의 행복에 기여하는 방향으로 가도록 조정할 수 있는 역량을 갖추는 것이 훨씬 더 중요하다. AI 시대 인류의 미래는 현재 우리 인간의 결정에 달려있는 것이다.안종배 국제미래학회 회장·대한민국 인공지능메타버스포럼 공동회장<필자 소개>안종배 회장은 한세대학교 교수이자 국내 대표 미래학자로서 국내 미래학과 미래 전략을 선도하고 있고 최근엔 인공지능과 메타버스 연구와 정책 및 활용 교육을 주도하고 있다. 또 클린콘텐츠운동본부 회장으로서 건강한 인성과 윤리 가치를 미래사회에 확산하는 노력을 경주하고 있다.




"
536,"
“소비자 안전 보호, 혁신제품 상용화 촉진”[세종=이데일리 강신우 기자] 정부가 인공지능(AI)이 적용된 혁신적인 가전제품 출시를 활성화하고 소비자 안전을 지키기 위해 정부가 인공지능 응용 제품을 위한 안전관리 지침 개발에 착수했다.



스마트 독서등.(사진=국가기술표준원)산업통상자원부 국가기술표준원은 28일 삼성전자, 엘지(LG)전자, 위니아 등 국내 가전업체와 학계, 연구소 등의 인공지능 전문가들이 참여한 가운데 ‘AI 응용 가전제품 안전관리 지침’ 개발을 위한 세미나를 열었다. 이번 세미나에선 인공지능 응용제품은 새로운 안전관리 제도를 필요로 한다는 내용이 주를 이뤘다. 기존 제품은 전기, 기계적 안전 등에 대한 기준을 마련하고 제품출시 전에 안전성을 확인해 왔다. 하지만 인공지능 응용제품은 사용 과정에서 데이터 손상, 해킹 등으로 오작동할 가능성이 있고, 수시로 업데이트와 자기 학습이 이뤄지기 때문에 제품출시 단계에서의 확인만으로는 안전성을 보장하기 어렵다.이에 따라 국표원은 내년 상반기 중 인공지능 응용 가전제품의 특성을 고려한 안전관리지침을 마련할 계획이다.우선 제품 사용 중 데이터 손상, 해킹 등과 같은 위험을 방지하기 위한 보안 기능, 알고리즘 유효성 등 인공지능 응용 가전제품의 안전성 평가요소를 마련한다.아울러 제품 결함에 대한 사업자와 사용자 간 책임소재, 공급자의 소비자 정보제공 범위 등의 내용도 포함될 예정이다.  이상훈 국가기술표준원장은 “제품안전정책은 소비자를 보호하는 동시에 기업의 혁신을 지원하는 역할을 할 수 있어야 한다”면서 “산학연 전문가와의 긴밀한 협력을 통해 인공지능 혁신제품의 출시를 촉진하는 안전제도를 구축해 나가겠다”고 말했다.
"
537,"




SK텔레콤이 고객과 만들어가는 성장형 AI 서비스 에이닷(A.)에 TV·게임 등 새로운 기능을 추가했다.SK텔레콤이 5월 출시한 인공지능(AI) 서비스 '에이닷(A.)'에 TV·게임 등 신규 서비스를 업데이트한 안드로이드 버전을 27일 공개했다. A. 업데이트는 서비스 고도화와 신규 기능 추가로 고객에게 보다 나은 모바일 경험을 전하는 것에 주안점을 뒀다.'A. tv'는 시청 이력과 선호도 기반으로 추천 채널을 구성, 광고 없이 무료로 콘텐츠를 제공하는 영상 서비스다. 영화, 드라마, 스포츠, 뉴스 등 10여개 채널로 구성했으며 '마이 채널' 기능으로 개인별 추천 콘텐츠를 바로 보여준다.다른 플랫폼에서는 유료로 제공하는 인기 영화를 매주 토요일 무료 제공하는 '토요무비'도 운영한다. 'A. tv'는 향후 스포츠, 예능, 키즈 등 다양한 영역 콘텐츠를 추가하는 동시에 'AI 하이라이트' 등 새로운 기능도 선보일 계획이다.'A. 게임'은 다운로드나 설치가 필요 없는 26가지 캐주얼 게임을 제공한다. 고전 아케이드부터 퍼즐류, 스왑매치류 등 다양한 카테고리 하이퍼 캐주얼 게임을 제공하며 광고 없이 이용할 수 있다. 'A.' 캐릭터가 게임 캐릭터로 등장하며 플레이 보상으로 'A.' 캐릭터를 꾸밀 수 있는 포인트를 제공한다. 향후 대화형 퀴즈, 성격 테스트, 멀티플레이 등 다양한 게임이 추가될 예정이다.검색 기능도 업데이트했다. 맛집 등 정보 검색 시 주변 정보를 리스트로 보여주며 추가 질문을 위한 지역 기반 커뮤니티 서비스 '큐피드'로 연결을 제공한다. 큐피드는 'A.'에만 국한하지 않고 향후 지역 사회 내 다양한 소통 커뮤니티 서비스로 확대할 예정이다.한명진 SK텔레콤 A.추진단 2팀 담당은 “고객 취향과 수요에 최적화된 다양한 서비스를 계속 추가하고 캐릭터·개인화·대화 등도 지속 고도화할 계획”이라고 밝혔다. 아이폰 iOS 버전은 추후 업데이트 될 예정이다.



SK텔레콤이 고객과 만들어가는 성장형 AI 서비스 에이닷(A.)에 TV·게임 등 새로운 기능을 추가했다.
"
538,"
KAIST 연구팀, 영상의학과 전문의의 학습과정 반영한 '자기 지도학습 알고리즘' 적용



자기 지도 학습 방식을 도입한 인공지능(AI) 알고리즘. KAIST 제공ㄱ   엑스선 촬영 정보를 축적해 스스로 판독 실력을 쌓는 인공지능(AI) 엑스선 진단 기술이 국내에서 개발됐다.   예종철 KAIST 인공지능대학원 교수 연구팀은 결핵, 기흉, 신종 코로나 바이러스 감염증(COVID-19·코로나19) 환자의 흉부 엑스선 영상을 활용해 폐 질환의 판독 능력을 스스로 끌어올리는 진단 AI를 개발했다고 27일 밝혔다.    기존 대부분의 의료 AI기술은 전문가가 데이터를 일일이 분류해 학습을 시키는 방식을 활용하고 있다. 하지만 이 방식은 많은 시간과 비용이 필요하다보니 의료 현장에 도입하는데 걸림돌로 작용해왔다.    예 교수팀이 이번에 개발한 기술은 자기 지도학습과 자기 훈련방식 알고리즘이 적용됐다. 실제 영상의학과 전문의가 영상 판독 기술을 습득하는 과정과 유사하게 학습이 이뤄진다. 연구팀은 초기에만 분류된 데이터를 학습시키면 이후 진단기술이 스스로 성능을 향상해나갈 수 있다고 설명했다.   예 교수는 “지도학습 방식으로 성능을 향상하기 위해서는 전문가의 지속적인 분류작업이 필요한 반면  비지도학습 방식은 성능이 떨어진다는 문제가 있다”며 “이번에 개발된 기술은 비용과 수고를 줄이면서도 높은 성능을 보인다”고 말했다. 이번 연구 결과는 국제학술지 `네이처 커뮤니케이션스'에 지난 4일 게재됐다.
"
539,"
			▶ '다누리' 발사 후 첫 교신 성공…5개월 여정 시작  우리나라의 첫 달 탐사 궤도선인 다누리가 오전 8시 8분 미국 플로리다주 케이프커내버럴 우주군기지에서 발사돼 9시 40분 첫 교신에 성공했습니다.  다누리가 올해 말 목표궤도 안착까지 성공하면 한국은 세계 7번째로 달 탐사국에 이름을 올리게 됩니다.▶ 국민의힘 오늘 '비대위 전환' 상임전국위  국민의힘이 오늘 오전 10시 30분 상임전국위원회를 열고 당을 비상대책위 체제로 전환할지를 결정합니다.   이준석 대표는 비대위 전환에 반대하며 윤석열 대통령과 대통령실을 직접 비판했습니다.▶ 중, 탄도미사일 발사…미 ""무책임한 행동""  중국군이 사상 처음으로 대만 상공을 넘어가는 탄도미사일을 발사하자 미국은 ""무책임한 행동""이라고 규탄했습니다.  미국이 인근 해역에 배치된 항공모함에 체류 연장과 함께 상황을 주시하라고 명령하면서 대만해협을 놓고 위기감이 커지고 있습니다.▶ 최저임금 9천 620원 확정…월 201만 580원  내년도 시간당 최저임금이 올해 9천 160원보다 5% 오른 9천 620원으로 확정됐습니다.  월급으로 환산하면 209시간 근로 기준 201만 580원으로, 내년 1월 1일부터 업종 구분없이 모든 사업장에 동일하게 적용됩니다.▶ 6월 경상수지 56.1억 달러 흑자…작년보다 감소  지난 6월 경상수지가 56.1달러 흑자를 기록하며 2개월 연속 흑자를 이어갔습니다.  하지만 원자재 등의 수입 가격이 오르면서 흑자 규모는 1년 전보다 30억 달러 이상 줄었습니다.
"
540,"




(좌측부터) 이범석 뮤렉스파트너스 대표, 이준효 SBI인베스트먼트 대표, 이상학 KTOA 부회장, 이승호 다올인베스트먼트 전무, 김학균 퀀텀벤처스코리아 대표. /사진제공=KTOA한국통신사업자연합회(KTOA)가 4개 벤처캐피탈과 함께 2854억원 이상 규모의 KIF투자조합(Korea IT Fund) 신규 자펀드 결성을 추진한다. KTOA는 3일 위탁 운용사로 선정된 4개 벤처캐피탈과 함께 '2022년 KIF 자펀드 업무집행조합원 협약식'을 개최했다. KIF는 지난 2002년 SK텔레콤, KT, LG유플러스가 출자해 3000억원 규모로 조성된 ICT 전문 모태펀드다. 조성 이후 누적 4조 7000억원의 ICT(정보통신기술) 투자재원을 조성해 1396개 중소벤처에 투자했다. 투자기업 중 150여개 기업이 코스닥 등에 상장하는 성과도 얻었다. 앞서 KTOA는 지난 5월 상반기 총 400억원의 벤처펀드 출자 계획을 발표하고, '고성장ICT' 부문에 에스비아이인베스트먼트㈜와 뮤렉스파트너스(유)를, '청년창업' 부문에 다올인베스트먼트㈜와 ㈜퀀텀벤처스코리아를 업무집행조합원으로 선정한 바 있다.이번 협약에 따라 각 운용사들은 연내 펀드 결성을 마치고, 내년부터 AI(인공지능), 5G·6G, 메타버스 등 ICT분야의 유망 중소벤처기업에 투자에 나선다. 특히 청년창업 펀드는 대표이사가 39세 이하거나, 청년임직원 비율이 50%이상인 ICT기업을 집중투자 분야로 정했다.이상학 KTOA 부회장은 ""KIF투자조합은 결성 이후 지속적으로 신산업 분야의 ICT 벤처기업에 대한 선도적 투자 마중물 역할을 해 왔다""며 ""앞으로도 벤처투자와 창업 생태계의 선순환에 기여하기 위해 투자를 이어 가겠다""고 밝혔다.
"
541,"
""초증등 교육 수준 끌어올리고 도·농간 교육격차 해소 기대""



(평양 노동신문=뉴스1) = 자료사진. [국내에서만 사용가능. 재배포 금지. DB 금지. For Use Only in the Republic of Korea. Redistribution Prohibited] rodongphoto@news1.kr(서울=뉴스1) 이창규 기자 = 인재 육성을 강조하는 북한은 최근 가상 현실(VR)과 증강 현실(AR), 인공지능(AI)을 활용한 새로운 교수법 등을 개발하며 교육 환경 개선에 집중하고 있다.북한의 영문 일간지 '평양타임스' 3일 자 보도에 따르면 북한은 평양을 비롯해 각지에서 교육과정 혁신사업을 진행하고 있다. 리종(정)수 북한 교육위원회 부국장은 ""평양시, 평성시, 사리원시, 개천시, 회창군을 비롯한 다른 시·군의 영재 교육 시설들과 많은 학교들에서 새로운 교수법을 개발하는데 상당한 성공을 거두었다""라고 밝혔다. 리 부국장은 ""많은 학교들이 현대적인 교육 방식과 최신 기술을 도입해 학생들의 인지 능력과 창의력을 증진시키는 새로운 방식을 개발하고 있다""라며 ""올해 상반기 동안 보통교육부문에서 가상 현실과 증강 현실, 인공지능 기술을 적용한 수십 가지의 우수한 교수법이 개발됐다""라고 강조했다. 북한은 인재양성을 국가의 미래와 결부지으며 인재육성을 거듭 강조하고 있다. 김정은 노동당 총비서는 지난 6월에 열린 당 중앙위 제8기 제5차 전원회의에서 교육 혁명을 통한 교육 수준 향상을 강조하기도 했다.또한 북한은 도시와 농촌 간 교육 수준 격차를 해소하기 위해 중앙교수강습소와 도·시·군 강습소, 도시의 우수 교육자들을 농촌학교로 파견하고 있다. 파견된 교육자들은 농촌학교들의 교육 수준을 끌어올리기 위해 △교수 문건 작성과 △새 교수 방법 도입 사업 △교원들의 교수 능력을 키워주는 사업을 실시하고 있다고 한다. 아울러 실무에 빨리 투입될 수 있는 인재를 양성하기 위해 '특성화 고등학교'도 늘리고 대학 교원들에게는 학위를 취득할 것을 독려하고 있다고 평양타임스는 전했다.리 부국장은 ""보통교육 분야에서 만들어진 새로운 교수법이 초중등 교육을 더 높은 단계로 끌어올리고 농촌학교의 교육 수준을 도시학교 수준으로 끌어올리는 데 큰 기여를 할 것""이라고 말했다.
		"
542,"
""초증등 교육 수준 끌어올리고 도·농간 교육격차 해소 기대""



(평양 노동신문=뉴스1) = 자료사진. [국내에서만 사용가능. 재배포 금지. DB 금지. For Use Only in the Republic of Korea. Redistribution Prohibited] rodongphoto@news1.kr(서울=뉴스1) 이창규 기자 = 인재 육성을 강조하는 북한은 최근 가상 현실(VR)과 증강 현실(AR), 인공지능(AI)을 활용한 새로운 교수법 등을 개발하며 교육 환경 개선에 집중하고 있다.북한의 영문 일간지 '평양타임스' 3일 자 보도에 따르면 북한은 평양을 비롯해 각지에서 교육과정 혁신사업을 진행하고 있다. 리종(정)수 북한 교육위원회 부국장은 ""평양시, 평성시, 사리원시, 개천시, 회창군을 비롯한 다른 시·군의 영재 교육 시설들과 많은 학교들에서 새로운 교수법을 개발하는데 상당한 성공을 거두었다""라고 밝혔다. 리 부국장은 ""많은 학교들이 현대적인 교육 방식과 최신 기술을 도입해 학생들의 인지 능력과 창의력을 증진시키는 새로운 방식을 개발하고 있다""라며 ""올해 상반기 동안 보통교육부문에서 가상 현실과 증강 현실, 인공지능 기술을 적용한 수십 가지의 우수한 교수법이 개발됐다""라고 강조했다. 북한은 인재양성을 국가의 미래와 결부지으며 인재육성을 거듭 강조하고 있다. 김정은 노동당 총비서는 지난 6월에 열린 당 중앙위 제8기 제5차 전원회의에서 교육 혁명을 통한 교육 수준 향상을 강조하기도 했다.또한 북한은 도시와 농촌 간 교육 수준 격차를 해소하기 위해 중앙교수강습소와 도·시·군 강습소, 도시의 우수 교육자들을 농촌학교로 파견하고 있다. 파견된 교육자들은 농촌학교들의 교육 수준을 끌어올리기 위해 △교수 문건 작성과 △새 교수 방법 도입 사업 △교원들의 교수 능력을 키워주는 사업을 실시하고 있다고 한다. 아울러 실무에 빨리 투입될 수 있는 인재를 양성하기 위해 '특성화 고등학교'도 늘리고 대학 교원들에게는 학위를 취득할 것을 독려하고 있다고 평양타임스는 전했다.리 부국장은 ""보통교육 분야에서 만들어진 새로운 교수법이 초중등 교육을 더 높은 단계로 끌어올리고 농촌학교의 교육 수준을 도시학교 수준으로 끌어올리는 데 큰 기여를 할 것""이라고 말했다.
		"
543,"
			(서울=연합뉴스) 김길원 기자 = 가톨릭중앙의료원은 카카오브레인과 의료영상 분야 인공지능(AI) 모델 개발을 위한 업무협약(MOU)을 체결했다고 25일 밝혔다.    두 기관은 이번 MOU를 통해 의료영상 판독 업무의 효율성을 극대화하고, 더욱 정확한 진단에 도움이 되는 AI 모델 개발을 추진할 계획이다.    가톨릭대 정보융합진흥원 김대진 원장은 ""카카오브레인과의 협력을 통해 AI 기술을 적용한 의료영상 서비스 지원을 선도해 나가겠다""고 말했다.



[가톨릭중앙의료원 제공]    bio@yna.co.kr
"
544,"
기사내용 요약7월25일~9월25일, '갤럭시 북 아트 프로젝트' 진행원하는 키워드 입력하고 선택한 화풍 스타일 맞춰 



[서울=뉴시스] 옥승욱 기자 = 삼성전자가 오는 25일부터 자신만의 개성과 취향을 반영한 '나만의 AI 아트 작품'으로 갤럭시 북을 꾸며보는 '갤럭시 북 아트 프로젝트'를 진행한다고 24일 밝혔다. '갤럭시 북 아트 프로젝트'는 갤럭시 북2 시리즈와 '카카오브레인'의 AI모델을 기반으로 탄생한 AI 아티스트 '칼로(Karlo)'가 함께 한다. 칼로는 빅데이터를 기반으로 여러 화풍 스타일을 구현할 수 있어 최근 인기를 끄는 AI 아티스트다.학습을 통해 무한한 이미지를 창조할 수 있는 칼로와의 협업은 자신만의 취향을 중시하고 표현하기를 즐기는 MZ세대들의 큰 관심을 모을 것으로 기대된다. '갤럭시 북 아트 프로젝트'는 삼성닷컴에서 참여할 수 있다. 참여자가 '장소', '행위', '오브제' 각 키워드를 순서에 맞춰 자유롭게 입력하고 팝아트, 일러스트 등 원하는 화풍 스타일을 지정하면 AI 아티스트가 '나만의 AI 아트 작품'을 즉시 만들어준다. '나만의 AI 아트 작품'은 다운로드를 통해 개인 소장도 가능하다. 삼성닷컴에 있는 커스텀 스튜디오를 통해 갤럭시 북2 시리즈 제품 상판 또는 케이스에 붙이는 스킨으로 제작할 수도 있다.또한 삼성전자는 소비자에게 더욱 다채로운 혜택을 제공하기 위한 이벤트도 마련했다.자신의 SNS에 8월 31일까지 '나만의 AI 아트 작품' 또는 이를 통해 만든 스킨을 올리면 갤럭시 북2 시리즈, 커스텀 스킨 등을 추첨을 통해 제공한다. 갤럭시 북2 시리즈를 이미 구매한 고객 또는 신규 고객 대상, 선착순 1만명에게는 AI 아티스트를 통해 만든 북2 시리즈 커스텀 스킨을 4900원에 구매할 수 있는 기회를 제공한다.'갤럭시 북 아트 프로젝트'는 온라인 뿐만 아니라 오프라인에서도 참여할 수 있다. 삼성 디지털프라자 홍대본점 커스텀 스튜디오에서 AI 아트 작품을 활용해 나만의 북 제품을 직접 제작해볼 수 있다. 삼성전자 관계자는 ""남다른 개성을 표현하고자 하는 소비자들을 위해 나만의 작품을 만들어 볼 수 있는 '갤럭시 북 아트 프로젝트'를 기획했다""고 말했다.
"
545,"
제안요청서 자동 생성 및 오류 진단 서비스



'e-제안요청 도움' 서비스 개념도 / 조달청 제공조달청은 AI 기반의 발주지원시스템인 ‘e-제안요청 도움’을 구축해 8월부터 본격 서비스한다고 밝혔다.‘e-제안요청 도움’은 복잡하고 다양한 법 제도로 SW 사업 발주에 어려움을 겪는 발주기관이 더 쉽게 제안요청서를 작성할 수 있도록 대량의 조달정보에 AI기술을 접목해 구축한 플랫폼이다.이 시스템은 사업 유형, 적용 법령, 평가 항목 등 사업의 기본 정보만 입력하면 표준 제안요청서를 자동으로 생성하며, 작성된 제안요청서가 관련 법제도에 맞는지 자동으로 진단하고 올바른 문장을 추천한다.또 수년간 나라장터에 입찰공고된 제안요청서 중에 발주하기 위한 SW사업과 사업 유형･예산 규모가 유사한 제안요청서를 검색해 활용할 수도 있다.그 동안 공공 SW 사업 제안요청서는 관련 법령, 안 내정보 등에 맞게 작성되었는지 사전에 점검할 수 있는 시스템이 없어 발주기관들은 사업 발주에 많은 어려움을 겪어 왔다.백승보 조달청 신기술서비스국장은 ""‘e-제안요청 도움’ 개통으로 발주 경험이 많지 않은 공공기관의 담당자도 제안요청서를 쉽고 정확하게 작성할 수 있다""며 ""공공 SW사업 발주가 더 신속하고 효율적으로 이루어질 것으로 기대한다""고 말했다.발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write
"
